1e-09	1330963310.05
1.00230546889e-09	1327901870.62
1.00461625297e-09	1324847456.34
1.00693236449e-09	1321800109.81
1.00925381573e-09	1318759750.2
1.011580619e-09	1315726361.53
1.01391278665e-09	1312699992.32
1.01625033104e-09	1309680567.04
1.01859326456e-09	1306668146.79
1.02094159964e-09	1303662528.06
1.02329534874e-09	1300663887.9
1.02565452433e-09	1297672171.54
1.02801913893e-09	1294687286.68
1.03038920507e-09	1291709288.54
1.03276473533e-09	1288738123.4
1.0351457423e-09	1285773811.85
1.0375322386e-09	1282816340.52
1.0399242369e-09	1279865647.22
1.04232174988e-09	1276921746.66
1.04472479025e-09	1273984638.18
1.04713337075e-09	1271054217.06
1.04954750416e-09	1268130600.19
1.05196720328e-09	1265213715.45
1.05439248094e-09	1262303490.7
1.05682335e-09	1259400006.37
1.05925982336e-09	1256503177.35
1.06170191393e-09	1253613030.07
1.06414963466e-09	1250729470.52
1.06660299854e-09	1247852582.41
1.06906201857e-09	1244982295.95
1.0715267078e-09	1242118630.06
1.07399707929e-09	1239261551.07
1.07647314614e-09	1236411065.2
1.07895492149e-09	1233567136.94
1.0814424185e-09	1230729684.22
1.08393565035e-09	1227898819.87
1.08643463027e-09	1225074451.84
1.08893937151e-09	1222256574.26
1.09144988736e-09	1219445163.25
1.09396619112e-09	1216640255.01
1.09648829614e-09	1213841783.52
1.09901621579e-09	1211049725.05
1.10154996349e-09	1208264109.7
1.10408955266e-09	1205484919.57
1.10663499678e-09	1202712107.17
1.10918630933e-09	1199945666.75
1.11174350386e-09	1197185592.58
1.11430659393e-09	1194431891.67
1.11687559311e-09	1191684478.47
1.11945051505e-09	1188943406.4
1.12203137338e-09	1186208639.25
1.12461818181e-09	1183480142.07
1.12721095404e-09	1180757961.74
1.12980970383e-09	1178042022.47
1.13241444495e-09	1175332310.31
1.13502519123e-09	1172628868.3
1.13764195649e-09	1169931609.67
1.14026475463e-09	1167240590.39
1.14289359955e-09	1164555745.9
1.14552850519e-09	1161877095.5
1.14816948552e-09	1159204585.35
1.15081655455e-09	1156538181.76
1.15346972632e-09	1153877992.58
1.15612901489e-09	1151223860.82
1.15879443436e-09	1148575854.88
1.16146599888e-09	1145933939.8
1.16414372261e-09	1143298122.3
1.16682761975e-09	1140668326.19
1.16951770452e-09	1138044637.21
1.17221399121e-09	1135426928.88
1.1749164941e-09	1132815237.96
1.17762522752e-09	1130209612.14
1.18034020585e-09	1127609905.32
1.18306144347e-09	1125016196.25
1.18578895483e-09	1122428491.4
1.18852275437e-09	1119846719.59
1.19126285661e-09	1117270883.81
1.19400927607e-09	1114700958.86
1.19676202731e-09	1112136978.4
1.19952112493e-09	1109578880.96
1.20228658357e-09	1107026665.39
1.20505841788e-09	1104480301.54
1.20783664257e-09	1101939832.3
1.21062127238e-09	1099405187.81
1.21341232206e-09	1096876371.27
1.21620980642e-09	1094353357.1
1.21901374029e-09	1091836201.42
1.22182413855e-09	1089324758.38
1.22464101609e-09	1086819130.65
1.22746438785e-09	1084319285.02
1.23029426881e-09	1081825168.31
1.23313067398e-09	1079336793.28
1.23597361838e-09	1076854159.05
1.23882311711e-09	1074377247.57
1.24167918527e-09	1071905931.91
1.244541838e-09	1069440370.37
1.24741109049e-09	1066980517.82
1.25028695795e-09	1064526247.86
1.25316945564e-09	1062077676.81
1.25605859883e-09	1059634705.93
1.25895440286e-09	1057197370.25
1.26185688307e-09	1054765659.08
1.26476605485e-09	1052339523.01
1.26768193365e-09	1049918949.31
1.27060453491e-09	1047503979.32
1.27353387413e-09	1045094544.27
1.27646996686e-09	1042690637.67
1.27941282866e-09	1040292312.99
1.28236247513e-09	1037899431.54
1.28531892193e-09	1035512105.92
1.28828218472e-09	1033130240.93
1.29125227921e-09	1030753869.65
1.29422922117e-09	1028382982.46
1.29721302638e-09	1026017530.93
1.30020371066e-09	1023657554.02
1.30320128986e-09	1021302956.65
1.30620577989e-09	1018953754.53
1.30921719668e-09	1016610006.58
1.3122355562e-09	1014271637.36
1.31526087445e-09	1011938644.27
1.31829316748e-09	1009611035.73
1.32133245137e-09	1007288744.54
1.32437874223e-09	1004971796.15
1.32743205622e-09	1002660209.33
1.33049240953e-09	1000353909.38
1.33355981839e-09	998052929.361
1.33663429906e-09	995757258.941
1.33971586786e-09	993466835.069
1.34280454111e-09	991181713.349
1.34590033521e-09	988901814.068
1.34900326656e-09	986627175.773
1.35211335162e-09	984357804.374
1.35523060689e-09	982093598.08
1.35835504889e-09	979834621.742
1.3614866942e-09	977580839.494
1.36462555942e-09	975332259.24
1.36777166119e-09	973088833.172
1.37092501621e-09	970850547.612
1.37408564118e-09	968617432.135
1.37725355288e-09	966389451.535
1.3804287681e-09	964166578.742
1.38361130368e-09	961948835.593
1.3868011765e-09	959736209.968
1.38999840347e-09	957528657.402
1.39320300155e-09	955326182.819
1.39641498772e-09	953128757.819
1.39963437904e-09	950936417.566
1.40286119255e-09	948749108.098
1.40609544539e-09	946566811.325
1.4093371547e-09	944389566.889
1.41258633766e-09	942217312.049
1.41584301152e-09	940050055.858
1.41910719354e-09	937887770.587
1.42237890102e-09	935730506.18
1.42565815133e-09	933578137.916
1.42894496185e-09	931430769.12
1.43223935e-09	929288307.697
1.43554133327e-09	927150790.598
1.43885092915e-09	925018203.597
1.44216815521e-09	922890526.973
1.44549302902e-09	920767725.594
1.44882556823e-09	918649790.379
1.45216579051e-09	916536743.396
1.45551371356e-09	914428556.774
1.45886935515e-09	912325203.791
1.46223273306e-09	910226704.407
1.46560386514e-09	908133031.919
1.46898276925e-09	906044207.059
1.47236946333e-09	903960181.766
1.47576396532e-09	901880896.624
1.47916629323e-09	899806389.267
1.4825764651e-09	897736698.753
1.48599449902e-09	895671741.864
1.48942041311e-09	893611563.428
1.49285422554e-09	891556093.566
1.49629595451e-09	889505366.351
1.49974561829e-09	887459356.379
1.50320323515e-09	885418083.676
1.50666882345e-09	883381459.149
1.51014240155e-09	881349551.128
1.51362398787e-09	879322270.224
1.51711360089e-09	877299697.78
1.5206112591e-09	875281762.874
1.52411698105e-09	873268511.196
1.52763078534e-09	871259792.518
1.53115269059e-09	869255806.433
1.53468271548e-09	867256332.45
1.53822087874e-09	865261514.827
1.54176719912e-09	863271252.188
1.54532169544e-09	861285615.286
1.54888438653e-09	859304486.94
1.5524552913e-09	857327944.005
1.55603442868e-09	855355963.136
